index,Fuel consumption,ME fuel consumption (kg LNG),DG fuel consumption (kg Diesel),ME load_perc,DG load_perc,MSO-mode,Speed,Current direction,Current magnitude,Wind direction,Wind magnitude
245,3.4848916150560023,3.4848916150560023,0.0,0.12842906901585688,0.0,PTO,3.0,4.71238898038469,4,0,14
246,3.3822001261030463,3.3822001261030463,0.0,0.12417221453031066,0.0,PTO,3.0,4.71238898038469,4,0,17
247,3.1762262851215834,3.1762262851215834,0.0,0.11581802774622436,0.0,PTO,3.0,4.71238898038469,4,0,20
248,3.7464186911901356,3.7464186911901356,0.0,0.13931078573351072,0.0,PTO,3.0,4.71238898038469,6,0,0
249,3.6725465112564017,3.6725465112564017,0.0,0.1362249622205937,0.0,PTO,3.0,4.71238898038469,6,0,2
250,3.5571645226709063,3.5571645226709063,0.0,0.1314367760579146,0.0,PTO,3.0,4.71238898038469,6,0,5
251,3.4390899943038553,3.4390899943038553,0.0,0.12656280524037947,0.0,PTO,3.0,4.71238898038469,6,0,8
252,3.3031637437605794,3.3031637437605794,0.0,0.12101401668886112,0.0,PTO,3.0,4.71238898038469,6,0,11
253,3.07241390592767,3.07241390592767,0.0,0.11170902176182969,0.0,PTO,3.0,4.71238898038469,6,0,14
254,2.793684498475865,2.793684498475865,0.0,0.10080265514419894,0.0,PTO,3.0,4.71238898038469,6,0,17
255,2.6670116258967966,2.6670116258967966,0.0,0.09591790316515841,0.0,PTO,3.0,4.71238898038469,6,0,20
256,5.562444700883217,5.562444700883217,0.0,0.21883446873621334,0.0,PTO,5.0,0.0,0,0,0
257,5.569929204534324,5.569929204534324,0.0,0.21917680689504537,0.0,PTO,5.0,0.0,0,0,2
258,5.573815802198727,5.573815802198727,0.0,0.21935299963325874,0.0,PTO,5.0,0.0,0,0,5
259,5.586718711716825,5.586718711716825,0.0,0.21994564762309646,0.0,PTO,5.0,0.0,0,0,8
260,5.612849109294111,5.612849109294111,0.0,0.22114616035217638,0.0,PTO,5.0,0.0,0,0,11
261,5.653865255380929,5.653865255380929,0.0,0.22301349280011384,0.0,PTO,5.0,0.0,0,0,14
262,5.7075484190325785,5.7075484190325785,0.0,0.22547811102740561,0.0,PTO,5.0,0.0,0,0,17
263,5.776672570004787,5.776672570004787,0.0,0.22863929337209388,0.0,PTO,5.0,0.0,0,0,20
264,7.644073479940648,7.644073479940648,0.0,0.3154394716887781,0.0,PTO,5.0,0.0,2,0,0
265,7.6516605306997985,7.6516605306997985,0.0,0.3157931488026514,0.0,PTO,5.0,0.0,2,0,2
266,7.6568156917054795,7.6568156917054795,0.0,0.3160312872178286,0.0,PTO,5.0,0.0,2,0,5
267,7.674332727259776,7.674332727259776,0.0,0.3168534942079782,0.0,PTO,5.0,0.0,2,0,8
268,7.707801933333139,7.707801933333139,0.0,0.3184211027769273,0.0,PTO,5.0,0.0,2,0,11
269,7.757934350436232,7.757934350436232,0.0,0.3207589318653814,0.0,PTO,5.0,0.0,2,0,14
270,7.824238627219886,7.824238627219886,0.0,0.32385305747755594,0.0,PTO,5.0,0.0,2,0,17
271,7.907570647573745,7.907570647573745,0.0,0.3277344552306873,0.0,PTO,5.0,0.0,2,0,20
272,10.085327387944128,10.085327387944128,0.0,0.42626134231105595,0.0,PTO,5.0,0.0,4,0,0
273,10.093563868732915,10.093563868732915,0.0,0.4266150659021645,0.0,PTO,5.0,0.0,4,0,2
274,10.100801448935803,10.100801448935803,0.0,0.42692994018273134,0.0,PTO,5.0,0.0,4,0,5
275,10.12468147784716,10.12468147784716,0.0,0.42796849759516414,0.0,PTO,5.0,0.0,4,0,8
276,10.168098142187517,10.168098142187517,0.0,0.4298544859057592,0.0,PTO,5.0,0.0,4,0,11
277,10.231510664079657,10.231510664079657,0.0,0.4326006455559316,0.0,PTO,5.0,0.0,4,0,14
278,10.315259838327902,10.315259838327902,0.0,0.4362145241895793,0.0,PTO,5.0,0.0,4,0,17
279,10.419637586009513,10.419637586009513,0.0,0.4407003202203674,0.0,PTO,5.0,0.0,4,0,20
280,13.105825661200864,13.105825661200864,0.0,0.5479760295113538,0.0,PTO,5.0,0.0,6,0,0
281,13.114457065827425,13.114457065827425,0.0,0.5482961992949361,0.0,PTO,5.0,0.0,6,0,2
282,13.125537470922527,13.125537470922527,0.0,0.5487071140112265,0.0,PTO,5.0,0.0,6,0,5
283,13.159229291157637,13.159229291157637,0.0,0.5499456310480145,0.0,PTO,5.0,0.0,6,0,8
284,13.218450127130819,13.218450127130819,0.0,0.5521189194634081,0.0,PTO,5.0,0.0,6,0,11
285,13.303452028950709,13.303452028950709,0.0,0.5552269283351781,0.0,PTO,5.0,0.0,6,0,14
286,13.414820880325658,13.414820880325658,0.0,0.5592764974337978,0.0,PTO,5.0,0.0,6,0,17
287,13.55420290532337,13.55420290532337,0.0,0.5643046190811501,0.0,PTO,5.0,0.0,6,0,20
288,5.562444700883217,5.562444700883217,0.0,0.21883446873621334,0.0,PTO,5.0,1.5707963267948966,0,0,0
289,5.569929204534324,5.569929204534324,0.0,0.21917680689504537,0.0,PTO,5.0,1.5707963267948966,0,0,2
290,5.573815802198727,5.573815802198727,0.0,0.21935299963325874,0.0,PTO,5.0,1.5707963267948966,0,0,5
291,5.586718711716825,5.586718711716825,0.0,0.21994564762309646,0.0,PTO,5.0,1.5707963267948966,0,0,8
292,5.612849109294111,5.612849109294111,0.0,0.22114616035217638,0.0,PTO,5.0,1.5707963267948966,0,0,11
293,5.653865255380929,5.653865255380929,0.0,0.22301349280011384,0.0,PTO,5.0,1.5707963267948966,0,0,14
294,5.7075484190325785,5.7075484190325785,0.0,0.22547811102740561,0.0,PTO,5.0,1.5707963267948966,0,0,17
295,5.776672570004787,5.776672570004787,0.0,0.22863929337209388,0.0,PTO,5.0,1.5707963267948966,0,0,20
296,5.572573341240957,5.572573341240957,0.0,0.21929848382643624,0.0,PTO,5.0,1.5707963267948966,2,0,0
297,5.573515376521367,5.573515376521367,0.0,0.21933898596367368,0.0,PTO,5.0,1.5707963267948966,2,0,2
298,5.568775592610277,5.568775592610277,0.0,0.21911963730239925,0.0,PTO,5.0,1.5707963267948966,2,0,5
299,5.570775418310324,5.570775418310324,0.0,0.21921762443694753,0.0,PTO,5.0,1.5707963267948966,2,0,8
300,5.585378131638316,5.585378131638316,0.0,0.2198880646613909,0.0,PTO,5.0,1.5707963267948966,2,0,11
301,5.6131163193444555,5.6131163193444555,0.0,0.22114542076526736,0.0,PTO,5.0,1.5707963267948966,2,0,14
302,5.651428950564616,5.651428950564616,0.0,0.22289745475793019,0.0,PTO,5.0,1.5707963267948966,2,0,17
303,5.700882772137083,5.700882772137083,0.0,0.22515167776720124,0.0,PTO,5.0,1.5707963267948966,2,0,20
304,5.604146598768874,5.604146598768874,0.0,0.22073372304949473,0.0,PTO,5.0,1.5707963267948966,4,0,0
305,5.5851108401670615,5.5851108401670615,0.0,0.21986467273116908,0.0,PTO,5.0,1.5707963267948966,4,0,2
306,5.551953810192146,5.551953810192146,0.0,0.2183515022033135,0.0,PTO,5.0,1.5707963267948966,4,0,5
307,5.522655294224364,5.522655294224364,0.0,0.21701998338686385,0.0,PTO,5.0,1.5707963267948966,4,0,8
308,5.50231430436727,5.50231430436727,0.0,0.21609013549084047,0.0,PTO,5.0,1.5707963267948966,4,0,11
309,5.488663532018984,5.488663532018984,0.0,0.21546387667061132,0.0,PTO,5.0,1.5707963267948966,4,0,14
310,5.479264824212019,5.479264824212019,0.0,0.21501608713292203,0.0,PTO,5.0,1.5707963267948966,4,0,17
311,5.468080995659026,5.468080995659026,0.0,0.2144792013001222,0.0,PTO,5.0,1.5707963267948966,4,0,20
312,5.6561501927614,5.6561501927614,0.0,0.22310755677944255,0.0,PTO,5.0,1.5707963267948966,6,0,0
313,5.604992080495769,5.604992080495769,0.0,0.22076707367772958,0.0,PTO,5.0,1.5707963267948966,6,0,2
314,5.523393103649619,5.523393103649619,0.0,0.21704434426505032,0.0,PTO,5.0,1.5707963267948966,6,0,5
315,5.441095852608301,5.441095852608301,0.0,0.21330325642560097,0.0,PTO,5.0,1.5707963267948966,6,0,8
316,5.360587724693021,5.360587724693021,0.0,0.20964208638696158,0.0,PTO,5.0,1.5707963267948966,6,0,11
317,5.276354511926821,5.276354511926821,0.0,0.20581416125082977,0.0,PTO,5.0,1.5707963267948966,6,0,14
318,5.180916177176928,5.180916177176928,0.0,0.20146293885078057,0.0,PTO,5.0,1.5707963267948966,6,0,17
319,5.052794396356129,5.052794396356129,0.0,0.19562094062812865,0.0,PTO,5.0,1.5707963267948966,6,0,20
320,5.562444700883217,5.562444700883217,0.0,0.21883446873621334,0.0,PTO,5.0,3.141592653589793,0,0,0
321,5.569929204534324,5.569929204534324,0.0,0.21917680689504537,0.0,PTO,5.0,3.141592653589793,0,0,2
322,5.573815802198727,5.573815802198727,0.0,0.21935299963325874,0.0,PTO,5.0,3.141592653589793,0,0,5
323,5.586718711716825,5.586718711716825,0.0,0.21994564762309646,0.0,PTO,5.0,3.141592653589793,0,0,8
324,5.612849109294111,5.612849109294111,0.0,0.22114616035217638,0.0,PTO,5.0,3.141592653589793,0,0,11
325,5.653865255380929,5.653865255380929,0.0,0.22301349280011384,0.0,PTO,5.0,3.141592653589793,0,0,14
326,5.7075484190325785,5.7075484190325785,0.0,0.22547811102740561,0.0,PTO,5.0,3.141592653589793,0,0,17
327,5.776672570004787,5.776672570004787,0.0,0.22863929337209388,0.0,PTO,5.0,3.141592653589793,0,0,20
328,3.8177409898762535,3.8177409898762535,0.0,0.14227128933520872,0.0,PTO,5.0,3.141592653589793,2,0,0
329,3.8235761263449115,3.8235761263449115,0.0,0.14252127186182803,0.0,PTO,5.0,3.141592653589793,2,0,2
330,3.825919355895209,3.825919355895209,0.0,0.14262299091907701,0.0,PTO,5.0,3.141592653589793,2,0,5
331,3.836798215239414,3.836798215239414,0.0,0.1430675451553145,0.0,PTO,5.0,3.141592653589793,2,0,8
